fa_0000|۱۴ م ژوئن است.
fa_1163|آنتیگوا و باربودا
fa_1164|دو تا خیابون پایین‌تر فهمیدم
fa_1165|آن‌چه پیش از همایش لازم است ، سکویی برای انتشار آزاد پرونده‌هاست .
fa_1166|من حتا شب‌ها هم خواب خاک میبینم
fa_1167|برو هروقت قهوه‌ای مد شد بیا
fa_1168|آن را با یخ می‌خواهید ؟
fa_1169|بریج تاون
fa_1170|آن را ضدعفونی کنید ، لطفا .
fa_1171|آن را مدت کوتاهی در یخچال قرار دهید و سپس نوش جان کنید
fa_1172|آن زمان‌ها هر نوار به بزرگی یک جعبه دستمال کاغذی بود
fa_1173|آن شهرها مانند جواهرات می‌درخشند
fa_1174|بزرگترین دستاورد سال گذشته م این نبود
fa_1175|از حالا دیگه منو نمی‌بینی .
fa_1176|بزمینوف می‌گوید که تنها ۱۵ ٪ از زمان و انرژی افسران و کارمندان کاگ‌ب صرف عملیات تخریبی و فیزیکی می‌شد
fa_1177|آنطور که فروید ادعا کرده ، موضوع خون نیست
fa_1178|آنگونه که مادری پسرش را در آغوش میگیرد !
fa_1179|من در بلژیک زندگی می‌کنم .
fa_1180|من در هتل فور سیزن می‌مانم .
fa_1181|بسه دیگه یه وخت این پسره بیدار بشه ابرو نمی‌مونه واسمون .
fa_1182|من در یک گروه موسیقی هستم .
fa_1183|آنها جو پرورش می‌دهند .
fa_1184|من دلم نمیخواد که با ناراحتی از هم جدا بشیم .
fa_1185|دوست دخترم به شوخی گفت میدونی عصبانیت من باعث شکستن استخونات میشه ؟
fa_1186|آنها سس پاپریکا دوست ندارند .
fa_1187|من دنبال یک فر برقی می‌گردم .
fa_1188|من دنبال یک ماوس برای کامپیوترم می‌گردم .
fa_1189|دوشیزه وین به زودی خانم جونز می‌شود .
fa_1190|آن‌ها عاشق چپپس هستند !
fa_1191|دولت باید بستر امن اینترنت را ایجاد کند با حصول اطمینان از نحوه اجرا و قوانین به روز
fa_1192|بصیر
fa_1193|دوم اینکه نوع شواهد مهم است
fa_1194|آنها گرفتار عفونتی بسیار جدی می‌شوند
fa_1195|من دوست دارم توسط یک زن معاینه شوم .
fa_1196|دیدم که می‌گم ظلم دوام نداره
fa_1197|من دیوانه تو هستم .
fa_1198|من رئیس بخش فرهنگ و بازاریابی بودم
fa_1199|بعدا یک فیلم خوب هست .
fa_1200|بعدش جان بود ، پستچیم
fa_1201|دیدیم اینا هم کلا جمع شدن
fa_1202|بعدشم رفتیم گل فروشی
fa_1203|‏بعد میگن چرا ایرانیا یکی از غمگین‌ترین مردمان جهانند
fa_1204|دیروز که داشتیم میرفتیم خونه مامانش ، زنگ فرمودن و گفتن کلید خونه رو بیار تا بابات هم خونه رو ببینه ،
fa_1205|بعد نتیجه می‌گیرد که در شعر هدف خود شعر است
fa_1206|دیسک زنده کاربردهای متنوعی دارد .
fa_1207|من ژله دوست دارم .
fa_1208|آواهای مشترک را در تلگرام سرچ کنید
fa_1209|من ژله سیاه را ترجیح می‌دهم .
fa_1210|بعضی از ما ممکن است آن را گستاخانه بدانیم ، بقیه ممکن است آن را کاملا مودبانه بدانند
fa_1211|بعضی افراد آن را « رک‌گویی رادیکال » می‌نامند ،
fa_1212|من ساندویچ تن ماهی می‌خواهم ، لطفا .
fa_1213|منسوخ کرد
fa_1214|بفرمایید این صورتحساب شماست .
fa_1215|آیا اتاقی رو به دریا دارید ؟
fa_1216|بفرمایید این کاتالوگ و لیست قیمت ماست .
fa_1217|من شرایط خودمو دارم .
fa_1218|باید با من هماهنگ کنید .
fa_1219|‏دیگه نمیشه باهات تو یک اتاق و زیر یک سقف زندگی کرد
fa_1220|من شما را به یک نوشیدنی دعوت می‌کنم .
fa_1221|دین و مدرسه باید از هم جدا باشه ،
fa_1222|دیوالی به شما مبارک !
fa_1223|من شماها رو دعوت کردم شاد باشیم .
fa_1224|بگذار این پیمان در درونم آغاز شود
fa_1225|آیا او اسلواکی یا بلاروسی است ؟
fa_1226|آیا او به تنهایی زندگی می‌کند ؟
fa_1227|آیا او تایلندی صحبت می‌کند ؟
fa_1228|آیا او مدرسه را دوست دارد ؟
fa_1229|رابطه ذاتی بین انباشت کربن در جو و بهره‌برداری فزاینده و استخراج
fa_1230|منظورم این است ، این بخش زیبایی از کار است ؟
fa_1231|راس ۱۰ تا ساندویچ گرفت
fa_1232|آیا اینجا صخره‌های دریایی یا جریانهای قوی وجود دارد ؟
fa_1233|آیا اینجا ماهیگیری مجاز است ؟
fa_1234|آیا اینجا مرکز فیتنس دارید ؟
fa_1235|راستش من از لحاظ قیافه اون زیبایی روکه همه میگن ندارم
fa_1236|راستش هیچ سالی سابقه نداشته من زودتر از ایام امتحانات درس بخونم .
fa_1237|آیا این راه پل بندرگاه سیدنی است ؟
fa_1238|آیا این عینک‌های آفتابی پوشش یو وی دارند ؟
fa_1239|راست می‌گه نمی‌بینی چقدر رنگ روی پیره زنه باز شده اصلن انگار یکی دیگه شده .
fa_1240|من عاشق کشور شما هستم
fa_1241|آیا این قطار در راه هیچ توقف دارد ؟
fa_1242|راکت‌های ساترن برای پرتاب فضاپیمای آپولو مورد استفاده قرار گرفتند
fa_1243|من عضو باشگاه هستم .
fa_1244|بله اقا من بودم که جسد را پیدا کردم .
fa_1245|راننده مترو‌ها وقتی از کنار هم رد میشن
fa_1246|راهپیمایی می‌رویم ، اعتراض می‌کنیم
fa_1247|بله ، اما خیلی خوب صحبت نمی‌کنم .
fa_1248|من فرانسوی ، اسپانیایی ، و کمی اسلواکی صحبت می‌کنم .
fa_1249|راه رفتن تو خیابون تو اون لحظه مزه خاصی داشت
fa_1250|من فردا هم دلم درد میگیره شاید بتونم تب کنم تا اون پشیمون بشه
fa_1251|آیا باید زخم فلاخن و تیربخت ستم پیشه را تاب آورد
fa_1252|آیا بخش لباس زنان دارید ؟
fa_1253|بله حتما من خوبی شما رو فراموش نمی‌کنم .
fa_1254|رجحان داد
fa_1255|بله ، شما درست حدس زدید
fa_1256|رژ لب قرمز میزنم ، ولی هنوز ناپخته‌ام
fa_1257|او اینجاست
fa_1258|بله ، من یک برادر و دو خواهر دارم .
fa_1259|رفتی یه نیت هم بکن مادر ، تو جوونی .
fa_1260|بلیط برا بازی جت داریم
fa_1261|بنابراین اگر کارفرما جدا مصمم به تغییر باشد
fa_1262|من کمی انجیر کارامل شده می‌خواهم .
fa_1263|من کمی بیشتر سیب زمینی سرخ کرده می‌خواهم .
fa_1264|من کمی سوپ گوجه فرنگی می‌خورم ، لطفا .
fa_1265|من کنجکاو بودم ، بنابراین در این مورد هم از کارکنان تحقیق کردم
fa_1266|رو به زوال گذارد
fa_1267|روت رو اون طرف می‌کنی ؟
fa_1268|رودخانه ویلینیا در شهر ویلنیوس پایتخت کشور لیتوانی جاری است
fa_1269|‏بنظرم دلتنگ‌ دیدنش باشی ، بهترازاینه که هرروز ببینیش و دلتنگ داشتنش باشی
fa_1270|روزتون به زیبایی یکی از بهترین سکانس‌های تاریخ فوتبال
fa_1271|من که نخواستم این چیزا اتفاق بیفته
fa_1272|﻿روز سوم شروع کارم در یک استارت‌آپ پر شور در سیلیکان ولی بود اوایل سال ۲۰۱۳
fa_1273|بنیادهای مختلفی چون بنیاد نرم‌افزار آزاد و بنیاد مرزهای دیجیتال .
fa_1274|من کوکتل می‌خواهم ، لطفا .
fa_1275|آیا سوزن و نخ خیاطی دارید ؟
fa_1276|روزی ۱۰ دقیقه پستای این کانالو بخون
fa_1277|من گهواره نیاز دارم .
fa_1278|من گوشم از این حرف‌ها پره .
fa_1279|روش بعدى اینه که شما ماشین رو از دم قسط میخرید و با پایان اقساط ماشین مال خود شماست ،
fa_1280|من لباس شب نیاز دارم .
fa_1281|آیا شوهرت نیز اهل بلگراد است ؟
fa_1282|روش‌های جدید ارتباط ، اقتصاد پایدار ، و یا حتی شاید صلح جهانی
fa_1283|به او خیره می‌شود و ساعت مچی‌اش را نشان می‌دهد
fa_1284|آیا ظرف و ظروف دارد ؟
fa_1285|به این آگهی نگاه کنید : این قیمت فروش کرولا در آمریکاس ، ١٨ ، ٦٠٠ $ برای آمریکاییها پول زیادی نیست ، چرا ؟
fa_1286|روند برگزاری همایش به دو بخش پیش و روز نمایش تقسیم می‌شود .
fa_1287|آیا فروشگاه بزرگ در این نزدیکی وجود دارد ؟
fa_1288|روی دستگاه پیغام گیر می‌رود .
fa_1289|آیا فکر می‌کنید منصفانه است که بار مسئولیت را بر دوش مصرف‌کننده قراردهیم ؟
fa_1290|آیا فکر می‌کنی من باید با او تماس بگیرم ؟
fa_1291|ریچل ، چرا تماس نگرفت ؟
fa_1292|ریچل رو مامانی صدا کنم
fa_1293|زود باشین برام غذا بیارین .
fa_1294|ریچل ، می‌تونم یه لحظه بیرون باهات صحبت کنم
fa_1295|به پشت می‌خوابید یا به جلو ؟
fa_1296|به پلیس زنگ بزنید !
fa_1297|به پیشونیش چسبوندید ؟
fa_1298|ریگا
fa_1299|بهت چی گفتم قبل اومدن ؟
fa_1300|من مشتاق هستم شما را به زودی ببینم !
fa_1301|من مشکل لبخند لثه‌ای دارم
fa_1302|‏من مطمئنم که به خیابانی نگفتن صداش قطع بوده وگرنه یه بغضی ته صداش می‌بود
fa_1303|زاهد گفت : « اگر گندم مرا زودتر آرد نکنی دعا می‌کنم الاغت سنگ بشود »
fa_1304|زاهد گفت : اگر گندم مرا زودتر ارد نکنی دعا می‌کنم الاغت سنگ بشود
fa_1305|بهترین تلاش خود را برای تعریف سیستم‌عامل به این صورت بیان می‌کند :
fa_1306|زاهدی کیسه‌ای گندم نزد اسیابان برد
